RegionID,SizeRank,ZipCode,State,City,Metro,CountyName,Price
78275,16176,46792,IN,Warren,"Huntington, IN",Huntington County,157832.3329
78542,16176,47340,IN,Farmland,,Randolph County,123429.8974
77423,16181,45054,OH,Oregonia,"Cincinnati, OH-KY-IN",Warren County,269526.2191
99250,16185,97396,OR,Willamina,"Portland-Vancouver-Hillsboro, OR-WA",Yamhill County,283828.866
68845,16187,25976,WV,Meadow Bridge,"Beckley, WV",Fayette County,94965.74414
64896,16189,17065,PA,Mount Holly Springs,"Harrisburg-Carlisle, PA",Cumberland County,191030.0758
98920,16190,96785,HI,Volcano,"Hilo, HI",Hawaii County,341475.0453
71937,16190,32328,FL,Eastpoint,,Franklin County,595138.74
82516,16194,55955,MN,Mantorville,"Rochester, MN",Dodge County,314099.8482
93407,16195,80459,CO,Kremmling,,Grand County,430853.2331
86104,16196,63555,MO,Memphis,,Scotland County,80680.44587
63188,16197,13626,NY,Copenhagen,,Lewis County,183061.5214
80213,16200,50212,IA,,"Ames, IA",Boone County,176365.208
58908,16205,2804,RI,Hopkinton,"Providence-Warwick, RI-MA",Washington County,362727.9154
65008,16208,17304,PA,Aspers,"Gettysburg, PA",Adams County,228673.7336
75474,16211,40011,KY,Campbellsburg,"Louisville/Jefferson County, KY-IN",Henry County,169528.5331
68559,16218,25315,WV,Marmet,"Charleston, WV",Kanawha County,81582.98289
82505,16219,55943,MN,Houston,"La Crosse-Onalaska, WI-MN",Houston County,240072.634
60796,16221,7756,NJ,Neptune Township,"New York-Newark-Jersey City, NY-NJ-PA",Monmouth County,682641.2435
78536,16223,47334,IN,,"Muncie, IN",Delaware County,138464.5252
82024,16224,54984,WI,Wild Rose,,Waushara County,264712.1507
76670,16224,43416,OH,Elmore,"Toledo, OH",Ottawa County,172379.2054
63855,16227,15043,PA,Georgetown,"Pittsburgh, PA",Beaver County,160226.6651
91497,16230,76624,TX,,"Waco, TX",McLennan County,275369.2908
84159,16230,59730,MT,Gallatin Gateway,"Bozeman, MT",Gallatin County,890739.7601
99073,16232,97101,OR,Amity,"Portland-Vancouver-Hillsboro, OR-WA",Yamhill County,408218.131
76988,16232,44085,OH,,"Ashtabula, OH",Ashtabula County,171860.7592
99301,16235,97456,OR,Monroe,"Corvallis, OR",Benton County,393695.3345
78538,16237,47336,IN,Dunkirk,,Jay County,81356.43651
69633,16238,27959,NC,,"Kill Devil Hills, NC",Dare County,473088.4396
70985,16240,30256,GA,Meansville,"Atlanta-Sandy Springs-Alpharetta, GA",Pike County,198712.3474
78263,16240,46779,IN,Pleasant Lake,"Angola, IN",Steuben County,167728.5349
63138,16244,13471,NY,Taberg,"Utica-Rome, NY",Oneida County,130958.8737
90349,16246,74330,OK,Adair,,Mayes County,174862.0614
77748,16248,45679,OH,Seaman,,Adams County,138010.1751
82248,16252,55397,MN,Norwood Young America,"Minneapolis-St. Paul-Bloomington, MN-WI",Carver County,274217.3104
65416,16255,18322,PA,Brodheadsville,"East Stroudsburg, PA",Monroe County,251100.9105
85120,16260,61734,IL,,"Peoria, IL",Tazewell County,108548.2695
76229,16264,42087,KY,Wickliffe,"Paducah, KY-IL",Ballard County,99547.16736
99935,16264,98640,WA,Ocean Park,,Pacific County,355707.6857
74397,16264,37640,TN,Butler,,Johnson County,281395.5095
64611,16264,16442,PA,Wattsburg,"Erie, PA",Erie County,192050.2337
79699,16271,49332,MI,Mecosta,"Big Rapids, MI",Mecosta County,190291.195
64574,16275,16371,PA,Youngsville,"Warren, PA",Warren County,110343.7467
75071,16275,38925,MS,Winona,,Montgomery County,97826.76864
64255,16275,15697,PA,Youngwood,"Pittsburgh, PA",Westmoreland County,131573.7446
79633,16280,49249,MI,Jerome,"Hillsdale, MI",Hillsdale County,257259.3913
67525,16280,23086,VA,King William,"Richmond, VA",King William County,251213.4979
62321,16282,11976,NY,Water Mill,"New York-Newark-Jersey City, NY-NJ-PA",Suffolk County,1749515.327
90554,16285,74849,OK,Konawa,,Seminole County,64957.222
99197,16285,97327,OR,Brownsville,"Albany-Lebanon, OR",Linn County,350463.2508
63608,16285,14561,NY,Stanley,"Rochester, NY",Ontario County,195651.7902
68147,16285,24445,VA,Hot Springs,,Alleghany County,138504.063
65653,16293,18942,PA,Ottsville,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Bucks County,411740.1167
62855,16293,12944,NY,Keeseville,,Essex County,171522.1137
62969,16296,13120,NY,Nedrow,"Syracuse, NY",Onondaga County,135575.1866
81037,16297,52591,IA,Sigourney,,Keokuk County,118184.6692
74370,16300,37408,TN,Chattanooga,"Chattanooga, TN-GA",Hamilton County,378494.1947
77429,16302,45064,OH,Somerville,"Cincinnati, OH-KY-IN",Butler County,175195.552
78544,16302,47342,IN,Gaston,"Muncie, IN",Delaware County,128563.838
71296,16305,30734,GA,Ranger,"Calhoun, GA",Gordon County,245168.4175
63298,16308,13795,NY,Kirkwood,"Binghamton, NY",Broome County,129108.69
61927,16308,10926,NY,Harriman,"Poughkeepsie-Newburgh-Middletown, NY",Orange County,244899.2025
64497,16312,16222,PA,Dayton,"Pittsburgh, PA",Armstrong County,150118.0101
87590,16315,67449,KS,Herington,,Dickinson County,51668.84086
62905,16318,13030,NY,Bridgeport,"Syracuse, NY",Madison County,238339.7376
64453,16320,16116,PA,Edinburg,"New Castle, PA",Lawrence County,138701.5489
82388,16323,55705,MN,Aurora,"Duluth, MN-WI",Saint Louis County,133782.2776
97303,16323,93516,CA,Boron,"Bakersfield, CA",Kern County,125462.8893
63675,16325,14712,NY,Bemus Point,"Jamestown-Dunkirk-Fredonia, NY",Chautauqua County,218863.7749
59348,16325,4076,ME,Shapleigh,"Portland-South Portland, ME",York County,388259.7553
69005,16327,26386,WV,Lumberport,"Clarksburg, WV",Harrison County,73902.87804
59321,16329,4040,ME,Harrison,"Portland-South Portland, ME",Cumberland County,341368.8451
99082,16333,97112,OR,Cloverdale,,Tillamook County,439483.617
64471,16333,16143,PA,Pulaski,"New Castle, PA",Lawrence County,159328.5848
59151,16335,3581,NH,Gorham,"Berlin, NH",Coos County,220636.3216
59183,16339,3753,NH,Grantham,"Lebanon, NH-VT",Sullivan County,397993.9838
82918,16339,56542,MN,Fosston,"Grand Forks, ND-MN",Polk County,127187.2822
77917,16339,46031,IN,Atlanta,"Indianapolis-Carmel-Anderson, IN",Hamilton County,242479.2892
77854,16343,45845,OH,Fort Loramie,"Sidney, OH",Shelby County,231987.2055
77257,16344,44643,OH,Magnolia,"Canton-Massillon, OH",Carroll County,172106.814
77379,16346,44880,OH,Sullivan,"Ashland, OH",Ashland County,216691.6447
73216,16347,34773,FL,Saint Cloud,"Orlando-Kissimmee-Sanford, FL",Osceola County,297550.4502
82028,16347,55001,MN,Afton,"Minneapolis-St. Paul-Bloomington, MN-WI",Washington County,536183.0376
62543,16347,12413,NY,Cairo,,Greene County,223660.6189
75917,16350,41093,KY,Flemingsburg,,Fleming County,134611.885
80799,16352,52033,IA,Cascade,"Dubuque, IA",Dubuque County,204857.8217
64052,16352,15360,PA,Scenery Hill,"Pittsburgh, PA",Washington County,164897.6433
76524,16356,43107,OH,Bremen,"Columbus, OH",Fairfield County,193777.5938
80129,16358,50072,IA,Earlham,"Des Moines-West Des Moines, IA",Dallas County,235428.4353
63217,16359,13658,NY,Lisbon,"Ogdensburg-Massena, NY",Saint Lawrence County,151451.3802
90028,16359,73449,OK,Mead,"Durant, OK",Bryan County,153445.4966
70938,16362,30170,GA,,"Atlanta-Sandy Springs-Alpharetta, GA",Carroll County,215826.0001
76751,16365,43557,OH,Stryker,,Williams County,140424.7994
63713,16365,14755,NY,Little Valley,"Olean, NY",Cattaraugus County,140502.339
68387,16365,24963,WV,Peterstown,,Monroe County,127096.8002
77146,16365,44401,OH,Berlin Center,"Youngstown-Warren-Boardman, OH-PA",Mahoning County,199192.4671
63802,16365,14880,NY,Scio,,Allegany County,110320.7888
88138,16371,68748,NE,Madison,"Norfolk, NE",Madison County,134456.8466
90374,16371,74363,OK,,"Miami, OK",Ottawa County,96463.24106
82619,16371,56096,MN,Waterville,"Minneapolis-St. Paul-Bloomington, MN-WI",Le Sueur County,285749.5078
99728,16371,98339,WA,Port Hadlock,,Jefferson County,439819.1112
91917,16375,77420,TX,Boling,"El Campo, TX",Wharton County,98247.43618
99219,16375,97358,OR,Lyons,"Salem, OR",Marion County,421341.643
80334,16380,50423,IA,Britt,,Hancock County,116360.8957
63863,16384,15052,PA,Industry,"Pittsburgh, PA",Beaver County,127713.0887
80333,16386,50421,IA,Belmond,,Wright County,101270.1852
62654,16387,12546,NY,Millerton,"Poughkeepsie-Newburgh-Middletown, NY",Dutchess County,344500.2369
97331,16387,93553,CA,Pearblossom,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,346970.588
83088,16390,57030,SD,,"Sioux Falls, SD",Minnehaha County,232494.3338
76832,16392,43758,OH,Malta,,Morgan County,125449.7248
71930,16394,32320,FL,Apalachicola,,Franklin County,312881.0803
86276,16394,64011,MO,Bates City,"Kansas City, MO-KS",Lafayette County,239101.8739
60208,16397,6232,CT,Andover,"Hartford-East Hartford-Middletown, CT",Tolland County,293339.6367
58929,16400,2831,RI,Scituate,"Providence-Warwick, RI-MA",Providence County,374554.7175
88961,16405,71222,LA,Bernice,"Monroe, LA",Union Parish,84683.84644
65451,16406,18372,PA,Tannersville,"East Stroudsburg, PA",Monroe County,243883.2117
59508,16406,4456,ME,Levant,"Bangor, ME",Penobscot County,246747.2949
82038,16410,55012,MN,Center City,"Minneapolis-St. Paul-Bloomington, MN-WI",Chisago County,348740.2749
76889,16410,43917,OH,Dillonvale,"Weirton-Steubenville, WV-OH",Jefferson County,59936.27125
70939,16414,30171,GA,,"Atlanta-Sandy Springs-Alpharetta, GA",Bartow County,266142.2372
76658,16415,43358,OH,West Mansfield,"Columbus, OH",Union County,192250.4098
86923,16418,65674,MO,Humansville,"Springfield, MO",Polk County,121776.4834
80917,16418,52253,IA,Lisbon,"Cedar Rapids, IA",Linn County,228043.0427
76205,16420,42050,KY,Hickman,,Fulton County,42905.92087
99972,16422,98813,WA,Bridgeport,"Wenatchee, WA",Douglas County,198059.0029
80462,16422,50601,IA,Ackley,,Hardin County,103662.5145
65011,16426,17309,PA,Brogue,"York-Hanover, PA",York County,239865.9789
58347,16426,1360,MA,Northfield,"Springfield, MA",Franklin County,311360.2082
88061,16430,68620,NE,Albion,,Boone County,215681.2203
62987,16432,13143,NY,Red Creek,"Rochester, NY",Wayne County,157089.7256
69675,16433,28033,NC,Crouse,"Charlotte-Concord-Gastonia, NC-SC",Lincoln County,219006.3277
98262,16435,95536,CA,Ferndale,"Eureka-Arcata, CA",Humboldt County,460572.5632
96849,16437,92382,CA,Running Springs,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,323273.4805
87425,16439,67039,KS,Douglass,"Wichita, KS",Butler County,162825.466
73204,16444,34753,FL,,"Orlando-Kissimmee-Sanford, FL",Lake County,200743.394
64177,16447,15563,PA,Stoystown,"Somerset, PA",Somerset County,150252.4715
66959,16449,21661,MD,Rock Hall,,Kent County,259979.5071
75935,16454,41141,KY,Garrison,,Lewis County,86878.96525
77349,16457,44840,OH,Jeromesville,"Ashland, OH",Ashland County,198777.7582
81054,16461,52637,IA,Mediapolis,"Burlington, IA-IL",Des Moines County,147531.8742
98659,16463,96143,CA,Kings Beach,"Sacramento-Roseville-Folsom, CA",Placer County,598259.8111
59735,16463,4953,ME,Newport,"Bangor, ME",Penobscot County,241352.5751
65419,16467,18325,PA,Canadensis,"East Stroudsburg, PA",Monroe County,232209.3062
59489,16467,4427,ME,Corinth,"Bangor, ME",Penobscot County,211381.1695
87812,16467,68023,NE,Fort Calhoun,"Omaha-Council Bluffs, NE-IA",Washington County,429313.5417
78574,16470,47384,IN,Shirley,"New Castle, IN",Henry County,159208.6036
67109,16470,21919,MD,Earleville,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Cecil County,243957.5927
87646,16472,67546,KS,Inman,"McPherson, KS",McPherson County,169257.5429
80884,16474,52214,IA,Central City,"Cedar Rapids, IA",Linn County,233841.2668
76083,16477,41635,KY,Harold,,Floyd County,73590.35606
86230,16478,63869,MO,,,New Madrid County,66775.32149
100465,16480,99824,AK,Juneau,"Juneau, AK",Juneau Borough,255138.5193
70039,16482,28573,NC,Pollocksville,"New Bern, NC",Jones County,115706.4296
78511,16484,47264,IN,Brownstown,"Seymour, IN",Jackson County,204097.9725
70987,16484,30258,GA,Molena,"Atlanta-Sandy Springs-Alpharetta, GA",Pike County,195893.7606
67869,16486,23917,VA,Boydton,,Mecklenburg County,201759.0851
84181,16488,59759,MT,Whitehall,"Helena, MT",Jefferson County,356049.1111
68207,16491,24553,VA,Gladstone,"Charlottesville, VA",Nelson County,174279.9357
89911,16491,73082,OK,Rush Springs,"Oklahoma City, OK",Grady County,74520.1979
62419,16495,12138,NY,Petersburg,"Albany-Schenectady-Troy, NY",Rensselaer County,232215.6936
64767,16495,16844,PA,Julian,"State College, PA",Centre County,221841.4073
99652,16495,98240,WA,Custer,"Bellingham, WA",Whatcom County,551780.0655
69054,16499,26541,WV,Cassville,"Morgantown, WV",Monongalia County,132206.1655
